trial,method,label,route,success,completion_steps,completion_time_s,active_steps,idle_steps,idle_fraction,stale_instruction_errors,stale_error_fraction,wrong_instruction_errors,wrong_instruction_fraction,control_smoothness,safety_violations,planner_calls,instruction_switches,instruction_parse_failures,stage_completions,route_stages,path_length,planner_profile,planner_latency,planner_cadence,transport_delay,controller_capacity,controller_noise
50,sync_instruction,Synchronous instructions,mint>amber>depot,1,96,7.68,67,29,0.3020833333333333,0,0.0,0,0.0,0.4138872819165583,7,3,3,0,3,3,5.669334180072353,balanced,10,16,4,medium,0.055
50,async_online,Asynchronous online,mint>amber>depot,1,80,6.4,71,9,0.1125,6,0.08450704225352113,6,0.08450704225352113,0.3788589450042252,8,3,3,0,3,3,4.556208720077139,balanced,10,16,4,medium,0.055
50,oracle,Oracle planner/controller,mint>amber>depot,1,71,5.68,71,0,0.0,0,0.0,0,0.0,0.39057930153387815,11,3,0,0,3,3,4.16101257449508,balanced,10,16,4,medium,0.055
51,controller_only,Controller only,amber>mint>cobalt>depot,0,260,20.8,260,0,0.0,0,0.0,243,0.9346153846153846,0.37352404913272,11,0,0,0,1,4,20.695507793950917,balanced,10,16,4,medium,0.055
51,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,1,242,19.36,140,102,0.4214876033057851,13,0.09285714285714286,55,0.39285714285714285,1.2529397654133043,19,11,10,0,4,4,11.18274773828845,balanced,10,16,4,medium,0.055
51,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,1,143,11.44,104,39,0.2727272727272727,0,0.0,0,0.0,0.38749917933491945,27,4,4,0,4,4,8.661952253974027,balanced,10,16,4,medium,0.055
51,async_online,Asynchronous online,amber>mint>cobalt>depot,1,110,8.8,101,9,0.08181818181818182,15,0.1485148514851485,15,0.1485148514851485,0.3272822802126135,0,4,4,0,4,4,7.4633406310495305,balanced,10,16,4,medium,0.055
51,oracle,Oracle planner/controller,amber>mint>cobalt>depot,1,84,6.72,84,0,0.0,0,0.0,0,0.0,0.3764402544614209,0,4,0,0,4,4,6.592261296513033,balanced,10,16,4,medium,0.055
52,controller_only,Controller only,mint>amber>depot,0,260,20.8,260,0,0.0,0,0.0,260,1.0,0.3767593632652759,19,0,0,0,0,3,20.500902424319055,balanced,10,16,4,medium,0.055
52,direct_blocking,Direct planner actions,mint>amber>depot,0,260,20.8,150,110,0.4230769230769231,7,0.04666666666666667,49,0.32666666666666666,1.2139916660549974,31,11,11,0,2,3,11.633049823315,balanced,10,16,4,medium,0.055
52,sync_instruction,Synchronous instructions,mint>amber>depot,1,105,8.4,76,29,0.2761904761904762,0,0.0,0,0.0,0.3699143345914199,22,3,3,0,3,3,5.691068366241376,balanced,10,16,4,medium,0.055
52,async_online,Asynchronous online,mint>amber>depot,1,84,6.72,75,9,0.10714285714285714,0,0.0,0,0.0,0.385209756724657,20,3,3,0,3,3,4.49043350758756,balanced,10,16,4,medium,0.055
52,oracle,Oracle planner/controller,mint>amber>depot,1,72,5.76,72,0,0.0,0,0.0,0,0.0,0.44257568693839283,10,3,0,0,3,3,4.359466660155092,balanced,10,16,4,medium,0.055
53,controller_only,Controller only,cobalt>amber>mint>depot,0,260,20.8,260,0,0.0,0,0.0,221,0.85,0.3981641328073172,17,0,0,0,2,4,19.649069425642868,balanced,10,16,4,medium,0.055
53,direct_blocking,Direct planner actions,cobalt>amber>mint>depot,0,260,20.8,150,110,0.4230769230769231,21,0.14,49,0.32666666666666666,1.2779766793488179,77,11,11,0,3,4,11.209008296631948,balanced,10,16,4,medium,0.055
53,sync_instruction,Synchronous instructions,cobalt>amber>mint>depot,1,140,11.200000000000001,101,39,0.2785714285714286,0,0.0,0,0.0,0.4232152380892131,23,4,4,0,4,4,7.86971896240304,balanced,10,16,4,medium,0.055
53,async_online,Asynchronous online,cobalt>amber>mint>depot,1,100,8.0,91,9,0.09,0,0.0,0,0.0,0.3752007206621576,6,4,4,0,4,4,6.462474065875643,balanced,10,16,4,medium,0.055
53,oracle,Oracle planner/controller,cobalt>amber>mint>depot,1,78,6.24,78,0,0.0,0,0.0,0,0.0,0.4000472054112508,0,4,0,0,4,4,6.047492876089691,balanced,10,16,4,medium,0.055
54,controller_only,Controller only,amber>mint>cobalt>depot,0,260,20.8,260,0,0.0,0,0.0,240,0.9230769230769231,0.3805015458177561,20,0,0,0,1,4,20.60297938711138,balanced,10,16,4,medium,0.055
54,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,1,182,14.56,102,80,0.43956043956043955,16,0.1568627450980392,16,0.1568627450980392,1.2252974758076272,27,8,8,0,4,4,9.022572873843973,balanced,10,16,4,medium,0.055
54,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,1,136,10.88,97,39,0.2867647058823529,0,0.0,0,0.0,0.4308209270149399,26,4,4,0,4,4,8.662681489139183,balanced,10,16,4,medium,0.055
54,async_online,Asynchronous online,amber>mint>cobalt>depot,1,104,8.32,95,9,0.08653846153846154,3,0.031578947368421054,3,0.031578947368421054,0.41296855827254836,14,4,4,0,4,4,7.03244842132986,balanced,10,16,4,medium,0.055
54,oracle,Oracle planner/controller,amber>mint>cobalt>depot,1,93,7.44,93,0,0.0,0,0.0,0,0.0,0.4066319756125123,9,4,0,0,4,4,6.526021932658282,balanced,10,16,4,medium,0.055
55,controller_only,Controller only,cobalt>amber>mint>depot,0,260,20.8,260,0,0.0,0,0.0,221,0.85,0.3734655999956152,0,0,0,0,2,4,21.744313073244673,balanced,10,16,4,medium,0.055
55,direct_blocking,Direct planner actions,cobalt>amber>mint>depot,1,172,13.76,98,74,0.43023255813953487,11,0.11224489795918367,25,0.25510204081632654,1.217297265210315,8,8,7,0,4,4,9.83611374277797,balanced,10,16,4,medium,0.055
55,sync_instruction,Synchronous instructions,cobalt>amber>mint>depot,1,159,12.72,120,39,0.24528301886792453,0,0.0,0,0.0,0.32146921242731435,44,4,4,0,4,4,7.388885843420952,balanced,10,16,4,medium,0.055
55,async_online,Asynchronous online,cobalt>amber>mint>depot,1,107,8.56,98,9,0.08411214953271028,10,0.10204081632653061,10,0.10204081632653061,0.33859448416009763,8,4,4,0,4,4,6.546307099815809,balanced,10,16,4,medium,0.055
55,oracle,Oracle planner/controller,cobalt>amber>mint>depot,1,78,6.24,78,0,0.0,0,0.0,0,0.0,0.3857739664394931,0,4,0,0,4,4,5.789579715269269,balanced,10,16,4,medium,0.055
56,controller_only,Controller only,cobalt>amber>mint>depot,0,260,20.8,260,0,0.0,0,0.0,222,0.8538461538461538,0.38517988714944573,21,0,0,0,2,4,19.03939091195059,balanced,10,16,4,medium,0.055
56,direct_blocking,Direct planner actions,cobalt>amber>mint>depot,0,260,20.8,150,110,0.4230769230769231,20,0.13333333333333333,48,0.32,1.2749998149555188,59,11,11,0,2,4,7.178167711284321,balanced,10,16,4,medium,0.055
56,sync_instruction,Synchronous instructions,cobalt>amber>mint>depot,0,260,20.8,251,9,0.03461538461538462,0,0.0,251,1.0,0.12923642843741154,0,1,1,0,0,4,1.5151942332927353,balanced,10,16,4,medium,0.055
56,async_online,Asynchronous online,cobalt>amber>mint>depot,0,260,20.8,251,9,0.03461538461538462,0,0.0,251,1.0,0.12923642843741154,0,2,1,0,0,4,1.5151942332927353,balanced,10,16,4,medium,0.055
56,oracle,Oracle planner/controller,cobalt>amber>mint>depot,1,102,8.16,102,0,0.0,0,0.0,0,0.0,0.3946407407164529,19,4,0,0,4,4,5.826139463619802,balanced,10,16,4,medium,0.055
57,controller_only,Controller only,cobalt>amber>mint>depot,0,260,20.8,260,0,0.0,0,0.0,223,0.8576923076923076,0.3820641086057678,40,0,0,0,2,4,17.843872633604995,balanced,10,16,4,medium,0.055
57,direct_blocking,Direct planner actions,cobalt>amber>mint>depot,1,236,18.88,136,100,0.423728813559322,26,0.19117647058823528,40,0.29411764705882354,1.2499646717959674,34,10,10,0,4,4,11.443926020839259,balanced,10,16,4,medium,0.055
57,sync_instruction,Synchronous instructions,cobalt>amber>mint>depot,1,156,12.48,117,39,0.25,0,0.0,0,0.0,0.34793570460700296,56,4,4,0,4,4,7.919251357167772,balanced,10,16,4,medium,0.055
57,async_online,Asynchronous online,cobalt>amber>mint>depot,1,128,10.24,119,9,0.0703125,0,0.0,0,0.0,0.3382824299298556,50,4,4,0,4,4,6.3975849558012525,balanced,10,16,4,medium,0.055
57,oracle,Oracle planner/controller,cobalt>amber>mint>depot,1,81,6.48,81,0,0.0,0,0.0,0,0.0,0.4112698320867152,4,4,0,0,4,4,6.22063440748236,balanced,10,16,4,medium,0.055
58,controller_only,Controller only,cobalt>amber>mint>depot,0,260,20.8,260,0,0.0,0,0.0,221,0.85,0.3986582123784554,9,0,0,0,2,4,20.738087196077018,balanced,10,16,4,medium,0.055
58,direct_blocking,Direct planner actions,cobalt>amber>mint>depot,0,260,20.8,150,110,0.4230769230769231,5,0.03333333333333333,75,0.5,1.208035669805073,36,11,11,0,2,4,15.83912495755586,balanced,10,16,4,medium,0.055
58,sync_instruction,Synchronous instructions,cobalt>amber>mint>depot,1,121,9.68,82,39,0.32231404958677684,0,0.0,0,0.0,0.39497608306852333,8,4,4,0,4,4,7.734551204725083,balanced,10,16,4,medium,0.055
58,async_online,Asynchronous online,cobalt>amber>mint>depot,1,101,8.08,92,9,0.0891089108910891,11,0.11956521739130435,11,0.11956521739130435,0.3264451861226148,0,4,4,0,4,4,6.704844938947475,balanced,10,16,4,medium,0.055
58,oracle,Oracle planner/controller,cobalt>amber>mint>depot,1,93,7.44,93,0,0.0,0,0.0,0,0.0,0.3683087238268834,13,4,0,0,4,4,5.734677961475755,balanced,10,16,4,medium,0.055
59,controller_only,Controller only,amber>cobalt>depot,1,81,6.48,81,0,0.0,0,0.0,2,0.024691358024691357,0.3697827477369381,22,0,0,0,3,3,4.742508250845838,balanced,10,16,4,medium,0.055
59,direct_blocking,Direct planner actions,amber>cobalt>depot,1,215,17.2,125,90,0.4186046511627907,15,0.12,29,0.232,1.2349745679892516,36,9,9,0,3,3,9.870939271363607,balanced,10,16,4,medium,0.055
59,sync_instruction,Synchronous instructions,amber>cobalt>depot,0,260,20.8,231,29,0.11153846153846154,0,0.0,181,0.7835497835497836,0.19439202443235276,13,3,3,0,2,3,5.309079732268406,balanced,10,16,4,medium,0.055
59,async_online,Asynchronous online,amber>cobalt>depot,0,260,20.8,251,9,0.03461538461538462,0,0.0,202,0.8047808764940239,0.17941146676731537,9,3,3,0,2,3,4.722382310347315,balanced,10,16,4,medium,0.055
59,oracle,Oracle planner/controller,amber>cobalt>depot,1,80,6.4,80,0,0.0,0,0.0,0,0.0,0.3784529776746903,19,3,0,0,3,3,4.623327231968489,balanced,10,16,4,medium,0.055
60,controller_only,Controller only,mint>cobalt>amber>depot,0,260,20.8,260,0,0.0,0,0.0,260,1.0,0.39451470283857826,21,0,0,0,0,4,19.00014264549193,balanced,10,16,4,medium,0.055
60,direct_blocking,Direct planner actions,mint>cobalt>amber>depot,0,260,20.8,150,110,0.4230769230769231,14,0.09333333333333334,66,0.44,1.2570995209856204,15,11,11,0,3,4,13.225517224326934,balanced,10,16,4,medium,0.055
60,sync_instruction,Synchronous instructions,mint>cobalt>amber>depot,1,109,8.72,70,39,0.3577981651376147,0,0.0,0,0.0,0.4619149720126506,9,4,4,0,4,4,6.374068063941526,balanced,10,16,4,medium,0.055
60,async_online,Asynchronous online,mint>cobalt>amber>depot,1,96,7.68,87,9,0.09375,17,0.19540229885057472,17,0.19540229885057472,0.3635762781272511,0,4,4,0,4,4,5.804428643177501,balanced,10,16,4,medium,0.055
60,oracle,Oracle planner/controller,mint>cobalt>amber>depot,1,70,5.6000000000000005,70,0,0.0,0,0.0,0,0.0,0.4520913854334048,0,4,0,0,4,4,5.220249141947021,balanced,10,16,4,medium,0.055
61,controller_only,Controller only,amber>mint>cobalt>depot,0,260,20.8,260,0,0.0,0,0.0,244,0.9384615384615385,0.3572847403819452,28,0,0,0,1,4,19.452722195802433,balanced,10,16,4,medium,0.055
61,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,0,260,20.8,150,110,0.4230769230769231,23,0.15333333333333332,51,0.34,1.2038093914357295,8,11,11,0,3,4,15.013109438091915,balanced,10,16,4,medium,0.055
61,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,1,148,11.84,109,39,0.2635135135135135,0,0.0,0,0.0,0.4023908754208427,22,4,4,0,4,4,8.392733300022524,balanced,10,16,4,medium,0.055
61,async_online,Asynchronous online,amber>mint>cobalt>depot,1,111,8.88,102,9,0.08108108108108109,6,0.058823529411764705,6,0.058823529411764705,0.36815437313335897,6,4,4,0,4,4,6.8495174352802195,balanced,10,16,4,medium,0.055
61,oracle,Oracle planner/controller,amber>mint>cobalt>depot,1,93,7.44,93,0,0.0,0,0.0,0,0.0,0.4069538304511801,6,4,0,0,4,4,6.335890910852411,balanced,10,16,4,medium,0.055
62,controller_only,Controller only,amber>cobalt>depot,1,71,5.68,71,0,0.0,0,0.0,2,0.028169014084507043,0.41029922612119485,7,0,0,0,3,3,4.815061925434809,balanced,10,16,4,medium,0.055
62,direct_blocking,Direct planner actions,amber>cobalt>depot,1,216,17.28,126,90,0.4166666666666667,18,0.14285714285714285,46,0.36507936507936506,1.2505702688821145,63,9,9,0,3,3,7.1051336653950266,balanced,10,16,4,medium,0.055
62,sync_instruction,Synchronous instructions,amber>cobalt>depot,1,106,8.48,77,29,0.27358490566037735,0,0.0,0,0.0,0.4260541151327832,14,3,3,0,3,3,5.747985581490975,balanced,10,16,4,medium,0.055
62,async_online,Asynchronous online,amber>cobalt>depot,1,78,6.24,69,9,0.11538461538461539,0,0.0,0,0.0,0.3871454059392275,4,3,3,0,3,3,4.896933911752946,balanced,10,16,4,medium,0.055
62,oracle,Oracle planner/controller,amber>cobalt>depot,1,68,5.44,68,0,0.0,0,0.0,0,0.0,0.4094528921777194,6,3,0,0,3,3,4.573088693182077,balanced,10,16,4,medium,0.055
63,controller_only,Controller only,amber>mint>cobalt>depot,0,260,20.8,260,0,0.0,0,0.0,234,0.9,0.3949343253836352,52,0,0,0,1,4,16.5979303306526,balanced,10,16,4,medium,0.055
63,direct_blocking,Direct planner actions,amber>mint>cobalt>depot,1,260,20.8,150,110,0.4230769230769231,16,0.10666666666666667,30,0.2,1.226881720171447,36,11,11,0,4,4,13.128803925600637,balanced,10,16,4,medium,0.055
63,sync_instruction,Synchronous instructions,amber>mint>cobalt>depot,0,260,20.8,231,29,0.11153846153846154,0,0.0,185,0.8008658008658008,0.1775454194619125,5,3,3,0,2,4,4.930231447656842,balanced,10,16,4,medium,0.055
63,async_online,Asynchronous online,amber>mint>cobalt>depot,0,260,20.8,251,9,0.03461538461538462,4,0.01593625498007968,204,0.8127490039840638,0.15615530343857084,2,4,3,0,2,4,3.973662660208006,balanced,10,16,4,medium,0.055
63,oracle,Oracle planner/controller,amber>mint>cobalt>depot,1,104,8.32,104,0,0.0,0,0.0,0,0.0,0.3960953325138524,17,4,0,0,4,4,6.425113369092381,balanced,10,16,4,medium,0.055
