trial,split,severity,support_tasks,method,success,first_attempt_success,solve_attempt,best_completed_phases,attempt1_completed_phases,attempt1_phase_error,final_attempt_phase_error,retry_gain,updates,solved_by_attempt_1,solved_by_attempt_2,solved_by_attempt_3,solved_by_attempt_4
119,robust,1.45,4,raw_history,0,0,5,0,0,0.09571310039144154,0.06880113796607876,0,0,0,0,0,0
119,robust,1.45,4,transition_retrieval,0,0,5,1,0,0.07904694897298387,0.041320438282327614,0,0,0,0,0,0
119,robust,1.45,4,phase_dual_memory,0,0,5,2,0,0.09149800477216796,0.033080837146928,0,0,0,0,0,0
119,robust,1.45,4,online_finetune,0,0,5,0,0,0.09667543840167298,0.05449550417695395,0,5,0,0,0,0
120,near,0.9,4,raw_history,1,0,2,3,0,0.06366444454289627,0.05141749675552506,1,0,0,1,1,1
120,near,0.9,4,transition_retrieval,1,1,1,3,3,0.04224987359332704,0.04224987359332704,0,0,1,1,1,1
120,near,0.9,4,phase_dual_memory,1,1,1,3,3,0.03226996959620081,0.03226996959620081,0,0,1,1,1,1
120,near,0.9,4,online_finetune,1,1,1,3,3,0.0405465580050214,0.0405465580050214,0,1,1,1,1,1
121,matched,1.0,4,raw_history,0,0,5,1,0,0.06040897020386951,0.06581819344906459,0,0,0,0,0,0
121,matched,1.0,4,transition_retrieval,1,0,3,3,1,0.04096317726579102,0.038996528474845187,1,0,0,0,1,1
121,matched,1.0,4,phase_dual_memory,1,0,2,3,1,0.04237216404688995,0.026719809716452103,1,0,0,1,1,1
121,matched,1.0,4,online_finetune,1,1,1,3,3,0.031919777350046676,0.031919777350046676,0,1,1,1,1,1
122,shifted,1.2,4,raw_history,0,0,5,1,0,0.0679272891669662,0.08307784055588062,0,0,0,0,0,0
122,shifted,1.2,4,transition_retrieval,0,0,5,1,0,0.09367018540836444,0.03649249807357088,0,0,0,0,0,0
122,shifted,1.2,4,phase_dual_memory,1,0,4,3,0,0.07489375961783289,0.030141234786465312,1,0,0,0,0,1
122,shifted,1.2,4,online_finetune,0,0,5,1,1,0.07675101116892737,0.04386082294133678,0,5,0,0,0,0
123,robust,1.45,4,raw_history,0,0,5,0,0,0.10972979132774924,0.08475582827254224,0,0,0,0,0,0
123,robust,1.45,4,transition_retrieval,1,0,2,3,0,0.1369965096143083,0.023058560615237405,1,0,0,1,1,1
123,robust,1.45,4,phase_dual_memory,1,0,4,3,0,0.12386334110986685,0.03315642448494038,1,0,0,0,0,1
123,robust,1.45,4,online_finetune,1,0,4,3,0,0.07181612953598887,0.031752847783671954,1,4,0,0,0,1
124,near,0.9,4,raw_history,1,1,1,3,3,0.015226928230930201,0.015226928230930201,0,0,1,1,1,1
124,near,0.9,4,transition_retrieval,1,1,1,3,3,0.031024399606345968,0.031024399606345968,0,0,1,1,1,1
124,near,0.9,4,phase_dual_memory,1,0,2,3,2,0.04743434709376767,0.019085975615936956,1,0,0,1,1,1
124,near,0.9,4,online_finetune,1,1,1,3,3,0.03148934476604122,0.03148934476604122,0,1,1,1,1,1
125,matched,1.0,4,raw_history,0,0,5,0,0,0.10795907033738765,0.07657966337449758,0,0,0,0,0,0
125,matched,1.0,4,transition_retrieval,1,0,4,3,0,0.09220055166508258,0.0195385912887158,1,0,0,0,0,1
125,matched,1.0,4,phase_dual_memory,1,0,3,3,0,0.08868721861088184,0.023052702848072593,1,0,0,0,1,1
125,matched,1.0,4,online_finetune,1,0,3,3,0,0.06696911890879571,0.03655326956851791,1,3,0,0,1,1
126,shifted,1.2,4,raw_history,1,1,1,3,3,0.021999453407895202,0.021999453407895202,0,0,1,1,1,1
126,shifted,1.2,4,transition_retrieval,1,0,2,3,0,0.10424581382189864,0.025934885371869734,1,0,0,1,1,1
126,shifted,1.2,4,phase_dual_memory,1,0,2,3,0,0.09025041433010009,0.022975182887891934,1,0,0,1,1,1
126,shifted,1.2,4,online_finetune,1,1,1,3,3,0.024522893868825394,0.024522893868825394,0,1,1,1,1,1
127,robust,1.45,4,raw_history,1,1,1,3,3,0.012175118895570556,0.012175118895570556,0,0,1,1,1,1
127,robust,1.45,4,transition_retrieval,1,1,1,3,3,0.010022982515431276,0.010022982515431276,0,0,1,1,1,1
127,robust,1.45,4,phase_dual_memory,1,1,1,3,3,0.008187141542528245,0.008187141542528245,0,0,1,1,1,1
127,robust,1.45,4,online_finetune,1,1,1,3,3,0.015814340817471684,0.015814340817471684,0,1,1,1,1,1
128,near,0.9,4,raw_history,1,1,1,3,3,0.02435907382938382,0.02435907382938382,0,0,1,1,1,1
128,near,0.9,4,transition_retrieval,1,0,3,3,0,0.07886021244327046,0.043825936763910806,1,0,0,0,1,1
128,near,0.9,4,phase_dual_memory,1,0,2,3,0,0.0683083379809368,0.028120229053480984,1,0,0,1,1,1
128,near,0.9,4,online_finetune,1,1,1,3,3,0.03200221601218723,0.03200221601218723,0,1,1,1,1,1
129,matched,1.0,4,raw_history,0,0,5,2,2,0.05863380866898743,0.0819516278325777,0,0,0,0,0,0
129,matched,1.0,4,transition_retrieval,1,0,2,3,2,0.051231282534734884,0.055075118752382836,1,0,0,1,1,1
129,matched,1.0,4,phase_dual_memory,1,0,2,3,2,0.04143588664727244,0.01918132314044846,1,0,0,1,1,1
129,matched,1.0,4,online_finetune,0,0,5,2,0,0.10768610320237118,0.031245726444191994,0,5,0,0,0,0
130,shifted,1.2,4,raw_history,1,0,2,3,1,0.06248578250384333,0.021165016852223852,1,0,0,1,1,1
130,shifted,1.2,4,transition_retrieval,1,1,1,3,3,0.050074487508619675,0.050074487508619675,0,0,1,1,1,1
130,shifted,1.2,4,phase_dual_memory,1,1,1,3,3,0.04794688231262096,0.04794688231262096,0,0,1,1,1,1
130,shifted,1.2,4,online_finetune,1,0,2,3,0,0.059448359845532414,0.040538394290216544,1,2,0,1,1,1
131,robust,1.45,4,raw_history,0,0,5,2,1,0.061504902878633666,0.05733714407197435,0,0,0,0,0,0
131,robust,1.45,4,transition_retrieval,0,0,5,2,1,0.050865274101671756,0.04440537357864868,0,0,0,0,0,0
131,robust,1.45,4,phase_dual_memory,1,1,1,3,3,0.03478238719827959,0.03478238719827959,0,0,1,1,1,1
131,robust,1.45,4,online_finetune,1,1,1,3,3,0.01664551581874178,0.01664551581874178,0,1,1,1,1,1
132,near,0.9,4,raw_history,0,0,5,2,2,0.06785822015272365,0.0650153414520881,0,0,0,0,0,0
132,near,0.9,4,transition_retrieval,1,0,3,3,2,0.06742889576771148,0.03940342093114116,1,0,0,0,1,1
132,near,0.9,4,phase_dual_memory,1,0,2,3,2,0.060042873067279685,0.02448126700185015,1,0,0,1,1,1
132,near,0.9,4,online_finetune,1,0,4,3,2,0.05684074939741265,0.04213547687506153,1,4,0,0,0,1
133,matched,1.0,4,raw_history,1,1,1,3,3,0.027879154325194656,0.027879154325194656,0,0,1,1,1,1
133,matched,1.0,4,transition_retrieval,1,1,1,3,3,0.028152384430488803,0.028152384430488803,0,0,1,1,1,1
133,matched,1.0,4,phase_dual_memory,1,1,1,3,3,0.027758412466884697,0.027758412466884697,0,0,1,1,1,1
133,matched,1.0,4,online_finetune,1,1,1,3,3,0.024171298518408758,0.024171298518408758,0,1,1,1,1,1
134,shifted,1.2,4,raw_history,1,0,2,3,0,0.06010832608222602,0.021858703229721475,1,0,0,1,1,1
134,shifted,1.2,4,transition_retrieval,1,1,1,3,3,0.03431191955483626,0.03431191955483626,0,0,1,1,1,1
134,shifted,1.2,4,phase_dual_memory,1,1,1,3,3,0.03262323889814451,0.03262323889814451,0,0,1,1,1,1
134,shifted,1.2,4,online_finetune,0,0,5,0,0,0.10822521059823931,0.06118948308522562,0,5,0,0,0,0
135,robust,1.45,4,raw_history,1,1,1,3,3,0.010105047782595236,0.010105047782595236,0,0,1,1,1,1
135,robust,1.45,4,transition_retrieval,1,1,1,3,3,0.021732506864342926,0.021732506864342926,0,0,1,1,1,1
135,robust,1.45,4,phase_dual_memory,1,1,1,3,3,0.02280920153970356,0.02280920153970356,0,0,1,1,1,1
135,robust,1.45,4,online_finetune,1,0,2,3,0,0.06049999089168007,0.025221393720270963,1,2,0,1,1,1
136,near,0.9,4,raw_history,1,0,2,3,2,0.05960893909414785,0.033419888046093894,1,0,0,1,1,1
136,near,0.9,4,transition_retrieval,1,0,3,3,2,0.05149539445032552,0.04146200283830089,1,0,0,0,1,1
136,near,0.9,4,phase_dual_memory,1,0,2,3,2,0.04388223727576845,0.019691931218782516,1,0,0,1,1,1
136,near,0.9,4,online_finetune,0,0,5,2,2,0.04782632629759547,0.03664479652992986,0,5,0,0,0,0
137,matched,1.0,4,raw_history,0,0,5,2,2,0.061612766156215144,0.04677732088469627,0,0,0,0,0,0
137,matched,1.0,4,transition_retrieval,0,0,5,2,2,0.04364060432526203,0.06934883395313586,0,0,0,0,0,0
137,matched,1.0,4,phase_dual_memory,1,0,2,3,2,0.04021892267779711,0.021499193329980515,1,0,0,1,1,1
137,matched,1.0,4,online_finetune,1,0,4,3,2,0.037113138699304576,0.04101400309883785,1,4,0,0,0,1
138,shifted,1.2,4,raw_history,1,1,1,3,3,0.03400277076984764,0.03400277076984764,0,0,1,1,1,1
138,shifted,1.2,4,transition_retrieval,1,1,1,3,3,0.0328789377646847,0.0328789377646847,0,0,1,1,1,1
138,shifted,1.2,4,phase_dual_memory,1,1,1,3,3,0.024039656858046737,0.024039656858046737,0,0,1,1,1,1
138,shifted,1.2,4,online_finetune,1,0,2,3,1,0.0457877342205584,0.019656169078448384,1,2,0,1,1,1
139,robust,1.45,4,raw_history,0,0,5,0,0,0.09566049301836876,0.07356299777453702,0,0,0,0,0,0
139,robust,1.45,4,transition_retrieval,0,0,5,2,0,0.08895031705809486,0.04965080563209459,0,0,0,0,0,0
139,robust,1.45,4,phase_dual_memory,1,0,3,3,0,0.08773152279638051,0.02749607934169582,1,0,0,0,1,1
139,robust,1.45,4,online_finetune,0,0,5,2,2,0.047441062184004734,0.05270676280171353,0,5,0,0,0,0
140,near,0.9,4,raw_history,1,1,1,3,3,0.03649913399881601,0.03649913399881601,0,0,1,1,1,1
140,near,0.9,4,transition_retrieval,1,0,2,3,2,0.047838939521007456,0.030455470577069394,1,0,0,1,1,1
140,near,0.9,4,phase_dual_memory,1,0,2,3,2,0.040151559130503806,0.016484795983064383,1,0,0,1,1,1
140,near,0.9,4,online_finetune,0,0,5,0,0,0.11772875286634202,0.0639084866560009,0,5,0,0,0,0
141,matched,1.0,4,raw_history,1,1,1,3,3,0.0131670959475199,0.0131670959475199,0,0,1,1,1,1
141,matched,1.0,4,transition_retrieval,1,1,1,3,3,0.020906607892413945,0.020906607892413945,0,0,1,1,1,1
141,matched,1.0,4,phase_dual_memory,1,1,1,3,3,0.015569267386784597,0.015569267386784597,0,0,1,1,1,1
141,matched,1.0,4,online_finetune,1,1,1,3,3,0.033487726214320605,0.033487726214320605,0,1,1,1,1,1
142,shifted,1.2,4,raw_history,0,0,5,1,1,0.05862348515249416,0.08175917251818766,0,0,0,0,0,0
142,shifted,1.2,4,transition_retrieval,1,0,3,3,1,0.05174527931776299,0.026559842543997115,1,0,0,0,1,1
142,shifted,1.2,4,phase_dual_memory,1,0,2,3,1,0.05519133824341254,0.016405470104719343,1,0,0,1,1,1
142,shifted,1.2,4,online_finetune,0,0,5,1,1,0.06205857284551748,0.05750871680515621,0,5,0,0,0,0
143,robust,1.45,4,raw_history,0,0,5,1,1,0.0727072228922365,0.0811064710923749,0,0,0,0,0,0
143,robust,1.45,4,transition_retrieval,0,0,5,2,1,0.07610608447453825,0.05770883436018309,0,0,0,0,0,0
143,robust,1.45,4,phase_dual_memory,0,0,5,2,1,0.08797216138366526,0.04336026293323795,0,0,0,0,0,0
143,robust,1.45,4,online_finetune,0,0,5,2,1,0.06496389711984525,0.05196076969396521,0,5,0,0,0,0
144,near,0.9,4,raw_history,1,0,2,3,1,0.06573908278144976,0.05076134001570842,1,0,0,1,1,1
144,near,0.9,4,transition_retrieval,1,1,1,3,3,0.05964830610187278,0.05964830610187278,0,0,1,1,1,1
144,near,0.9,4,phase_dual_memory,1,1,1,3,3,0.05065994962761854,0.05065994962761854,0,0,1,1,1,1
144,near,0.9,4,online_finetune,0,0,5,2,0,0.0870599867330639,0.05918697784194751,0,5,0,0,0,0
145,matched,1.0,4,raw_history,0,0,5,2,2,0.0497108033556418,0.078343613965241,0,0,0,0,0,0
145,matched,1.0,4,transition_retrieval,1,1,1,3,3,0.03779213449022747,0.03779213449022747,0,0,1,1,1,1
145,matched,1.0,4,phase_dual_memory,1,1,1,3,3,0.042818112996391926,0.042818112996391926,0,0,1,1,1,1
145,matched,1.0,4,online_finetune,0,0,5,2,2,0.04124133770210145,0.03597170179504938,0,5,0,0,0,0
146,shifted,1.2,4,raw_history,0,0,5,1,1,0.048156446587144304,0.04561203539899401,0,0,0,0,0,0
146,shifted,1.2,4,transition_retrieval,1,1,1,3,3,0.04302263603301861,0.04302263603301861,0,0,1,1,1,1
146,shifted,1.2,4,phase_dual_memory,1,1,1,3,3,0.038178009135998496,0.038178009135998496,0,0,1,1,1,1
146,shifted,1.2,4,online_finetune,1,0,2,3,1,0.0664605075003506,0.043656152434477354,1,2,0,1,1,1
147,robust,1.45,4,raw_history,0,0,5,1,1,0.07277910234436635,0.05010552613198205,0,0,0,0,0,0
147,robust,1.45,4,transition_retrieval,0,0,5,1,1,0.04204951834303525,0.046637589586890016,0,0,0,0,0,0
147,robust,1.45,4,phase_dual_memory,1,0,2,3,1,0.043634840476948905,0.01280242048225172,1,0,0,1,1,1
147,robust,1.45,4,online_finetune,1,0,2,3,2,0.03784276384767168,0.031140087990007986,1,2,0,1,1,1
148,near,0.9,4,raw_history,1,1,1,3,3,0.03462663188493823,0.03462663188493823,0,0,1,1,1,1
148,near,0.9,4,transition_retrieval,1,1,1,3,3,0.01953630728090973,0.01953630728090973,0,0,1,1,1,1
148,near,0.9,4,phase_dual_memory,1,1,1,3,3,0.021119057960745924,0.021119057960745924,0,0,1,1,1,1
148,near,0.9,4,online_finetune,1,1,1,3,3,0.02148051545458986,0.02148051545458986,0,1,1,1,1,1
149,matched,1.0,4,raw_history,0,0,5,1,1,0.04701002627064589,0.04043792219402349,0,0,0,0,0,0
149,matched,1.0,4,transition_retrieval,1,1,1,3,3,0.04856444199458198,0.04856444199458198,0,0,1,1,1,1
149,matched,1.0,4,phase_dual_memory,1,0,2,3,0,0.06705598285932762,0.029086992573579846,1,0,0,1,1,1
149,matched,1.0,4,online_finetune,1,1,1,3,3,0.022598089596648052,0.022598089596648052,0,1,1,1,1,1
150,shifted,1.2,4,raw_history,1,1,1,3,3,0.02306007068601364,0.02306007068601364,0,0,1,1,1,1
150,shifted,1.2,4,transition_retrieval,1,1,1,3,3,0.029025069028438377,0.029025069028438377,0,0,1,1,1,1
150,shifted,1.2,4,phase_dual_memory,1,1,1,3,3,0.03147492410474334,0.03147492410474334,0,0,1,1,1,1
150,shifted,1.2,4,online_finetune,1,0,3,3,0,0.08194840208253923,0.035207658604927305,1,3,0,0,1,1
151,robust,1.45,4,raw_history,1,0,2,3,0,0.05082565290499806,0.025639866701293784,1,0,0,1,1,1
151,robust,1.45,4,transition_retrieval,1,0,3,3,1,0.05899681875144493,0.03626805646801851,1,0,0,0,1,1
151,robust,1.45,4,phase_dual_memory,1,0,2,3,1,0.04618723488493804,0.029293671105280777,1,0,0,1,1,1
151,robust,1.45,4,online_finetune,0,0,5,0,0,0.10855831729451414,0.07648051808242053,0,5,0,0,0,0
152,near,0.9,4,raw_history,0,0,5,2,1,0.052816711725993816,0.03985610412534898,0,0,0,0,0,0
152,near,0.9,4,transition_retrieval,1,0,3,3,2,0.05024037101987738,0.025623510434839347,1,0,0,0,1,1
152,near,0.9,4,phase_dual_memory,1,0,2,3,2,0.03807107374706506,0.020274684944039747,1,0,0,1,1,1
152,near,0.9,4,online_finetune,1,1,1,3,3,0.022044983917000074,0.022044983917000074,0,1,1,1,1,1
153,matched,1.0,4,raw_history,1,1,1,3,3,0.041928962856040676,0.041928962856040676,0,0,1,1,1,1
153,matched,1.0,4,transition_retrieval,1,1,1,3,3,0.011461130664528557,0.011461130664528557,0,0,1,1,1,1
153,matched,1.0,4,phase_dual_memory,1,1,1,3,3,0.01632399876307777,0.01632399876307777,0,0,1,1,1,1
153,matched,1.0,4,online_finetune,1,1,1,3,3,0.031253063493241015,0.031253063493241015,0,1,1,1,1,1
154,shifted,1.2,4,raw_history,0,0,5,1,1,0.060866130533726776,0.057229718085848966,0,0,0,0,0,0
154,shifted,1.2,4,transition_retrieval,0,0,5,2,0,0.12863742746389858,0.053109729545844676,0,0,0,0,0,0
154,shifted,1.2,4,phase_dual_memory,1,0,4,3,0,0.09815241860368906,0.037889419821420384,1,0,0,0,0,1
154,shifted,1.2,4,online_finetune,1,0,3,3,1,0.07635632646595798,0.03793778012764138,1,3,0,0,1,1
155,robust,1.45,4,raw_history,0,0,5,1,1,0.0558841365895187,0.04209033924162419,0,0,0,0,0,0
155,robust,1.45,4,transition_retrieval,0,0,5,2,1,0.05469387297022428,0.024565397155472134,0,0,0,0,0,0
155,robust,1.45,4,phase_dual_memory,1,0,3,3,1,0.061657003887803076,0.0279312909489062,1,0,0,0,1,1
155,robust,1.45,4,online_finetune,0,0,5,1,1,0.06110311239236371,0.03539957420976484,0,5,0,0,0,0
156,near,0.9,4,raw_history,1,1,1,3,3,0.03417805543797597,0.03417805543797597,0,0,1,1,1,1
156,near,0.9,4,transition_retrieval,1,1,1,3,3,0.011308531007953019,0.011308531007953019,0,0,1,1,1,1
156,near,0.9,4,phase_dual_memory,1,1,1,3,3,0.017057204199072192,0.017057204199072192,0,0,1,1,1,1
156,near,0.9,4,online_finetune,1,1,1,3,3,0.031343655725480785,0.031343655725480785,0,1,1,1,1,1
157,matched,1.0,4,raw_history,0,0,5,0,0,0.1519513543655242,0.083029667226987,0,0,0,0,0,0
157,matched,1.0,4,transition_retrieval,0,0,5,2,0,0.12486979702265882,0.041781932423266416,0,0,0,0,0,0
157,matched,1.0,4,phase_dual_memory,1,0,3,3,0,0.12264488149402727,0.05110577183241799,1,0,0,0,1,1
157,matched,1.0,4,online_finetune,0,0,5,0,0,0.15319785457449536,0.0693580845059931,0,5,0,0,0,0
158,shifted,1.2,4,raw_history,1,1,1,3,3,0.03235644752726714,0.03235644752726714,0,0,1,1,1,1
158,shifted,1.2,4,transition_retrieval,1,1,1,3,3,0.020556683929858627,0.020556683929858627,0,0,1,1,1,1
158,shifted,1.2,4,phase_dual_memory,1,1,1,3,3,0.021716648150219495,0.021716648150219495,0,0,1,1,1,1
158,shifted,1.2,4,online_finetune,1,0,3,3,0,0.06425556910744769,0.024864971605858464,1,3,0,0,1,1
159,robust,1.45,4,raw_history,0,0,5,2,1,0.03394768465891901,0.06001382801425384,0,0,0,0,0,0
159,robust,1.45,4,transition_retrieval,1,1,1,3,3,0.04358723067077339,0.04358723067077339,0,0,1,1,1,1
159,robust,1.45,4,phase_dual_memory,1,1,1,3,3,0.03236321412600111,0.03236321412600111,0,0,1,1,1,1
159,robust,1.45,4,online_finetune,1,0,2,3,1,0.05954006770481664,0.04290995201112872,1,2,0,1,1,1
160,near,0.9,4,raw_history,1,0,2,3,2,0.04166474286413102,0.0297856621326336,1,0,0,1,1,1
160,near,0.9,4,transition_retrieval,1,1,1,3,3,0.027175834515746105,0.027175834515746105,0,0,1,1,1,1
160,near,0.9,4,phase_dual_memory,1,1,1,3,3,0.026338169280590462,0.026338169280590462,0,0,1,1,1,1
160,near,0.9,4,online_finetune,1,0,2,3,2,0.0536534657251837,0.03136372089022216,1,2,0,1,1,1
161,matched,1.0,4,raw_history,1,1,1,3,3,0.024719118154169273,0.024719118154169273,0,0,1,1,1,1
161,matched,1.0,4,transition_retrieval,1,1,1,3,3,0.012334982035807648,0.012334982035807648,0,0,1,1,1,1
161,matched,1.0,4,phase_dual_memory,1,1,1,3,3,0.015191375157664977,0.015191375157664977,0,0,1,1,1,1
161,matched,1.0,4,online_finetune,1,1,1,3,3,0.03254612275243268,0.03254612275243268,0,1,1,1,1,1
162,shifted,1.2,4,raw_history,0,0,5,0,0,0.11310251358717102,0.0790225786695015,0,0,0,0,0,0
162,shifted,1.2,4,transition_retrieval,1,0,3,3,0,0.09678020098937531,0.03432032072777553,1,0,0,0,1,1
162,shifted,1.2,4,phase_dual_memory,1,0,3,3,0,0.10296109999751044,0.03350572853400428,1,0,0,0,1,1
162,shifted,1.2,4,online_finetune,1,0,3,3,0,0.1147799046814543,0.03223550060223065,1,3,0,0,1,1
163,robust,1.45,4,raw_history,1,1,1,3,3,0.015814440930900935,0.015814440930900935,0,0,1,1,1,1
163,robust,1.45,4,transition_retrieval,1,1,1,3,3,0.018180637281289675,0.018180637281289675,0,0,1,1,1,1
163,robust,1.45,4,phase_dual_memory,1,1,1,3,3,0.019461789648189953,0.019461789648189953,0,0,1,1,1,1
163,robust,1.45,4,online_finetune,1,0,2,3,0,0.05917038639800381,0.018301741166299314,1,2,0,1,1,1
164,near,0.9,4,raw_history,1,0,2,3,0,0.06498755056865514,0.03613232569824332,1,0,0,1,1,1
164,near,0.9,4,transition_retrieval,0,0,5,2,0,0.06538967497917213,0.04587751423038131,0,0,0,0,0,0
164,near,0.9,4,phase_dual_memory,1,0,3,3,1,0.0639943120447731,0.032513634721148967,1,0,0,0,1,1
164,near,0.9,4,online_finetune,1,0,3,3,0,0.07099923839820244,0.047571412221490694,1,3,0,0,1,1
165,matched,1.0,4,raw_history,0,0,5,2,2,0.051582222028553115,0.051575181778376694,0,0,0,0,0,0
165,matched,1.0,4,transition_retrieval,1,1,1,3,3,0.052107840968753004,0.052107840968753004,0,0,1,1,1,1
165,matched,1.0,4,phase_dual_memory,1,1,1,3,3,0.044471313662519975,0.044471313662519975,0,0,1,1,1,1
165,matched,1.0,4,online_finetune,1,0,4,3,1,0.0689189657098086,0.03803786669152966,1,4,0,0,0,1
166,shifted,1.2,4,raw_history,1,0,2,3,2,0.04926575219804758,0.03796728395245246,1,0,0,1,1,1
166,shifted,1.2,4,transition_retrieval,0,0,5,1,0,0.05719885687412704,0.06803723650962645,0,0,0,0,0,0
166,shifted,1.2,4,phase_dual_memory,1,0,3,3,0,0.07015469231230512,0.03251218146110984,1,0,0,0,1,1
166,shifted,1.2,4,online_finetune,1,1,1,3,3,0.02925337001746367,0.02925337001746367,0,1,1,1,1,1
167,robust,1.45,4,raw_history,1,0,2,3,1,0.035818910892281834,0.028692259974400194,1,0,0,1,1,1
167,robust,1.45,4,transition_retrieval,1,0,3,3,1,0.04344771607518226,0.03489243223229042,1,0,0,0,1,1
167,robust,1.45,4,phase_dual_memory,1,0,2,3,1,0.0515327251677801,0.030315716111427773,1,0,0,1,1,1
167,robust,1.45,4,online_finetune,0,0,5,1,1,0.08866492201453376,0.04498638760766035,0,5,0,0,0,0
168,near,0.9,4,raw_history,1,1,1,3,3,0.03676555939019902,0.03676555939019902,0,0,1,1,1,1
168,near,0.9,4,transition_retrieval,1,0,3,3,1,0.04836983757001613,0.02201056533395432,1,0,0,0,1,1
168,near,0.9,4,phase_dual_memory,1,1,1,3,3,0.026313562112214164,0.026313562112214164,0,0,1,1,1,1
168,near,0.9,4,online_finetune,1,1,1,3,3,0.014286588535279346,0.014286588535279346,0,1,1,1,1,1
169,matched,1.0,4,raw_history,1,0,4,3,2,0.04784154086696774,0.02816737191509061,1,0,0,0,0,1
169,matched,1.0,4,transition_retrieval,1,0,3,3,2,0.03565847136166844,0.037659287281153246,1,0,0,0,1,1
169,matched,1.0,4,phase_dual_memory,1,1,1,3,3,0.031461177373366116,0.031461177373366116,0,0,1,1,1,1
169,matched,1.0,4,online_finetune,1,1,1,3,3,0.03294952573371351,0.03294952573371351,0,1,1,1,1,1
170,shifted,1.2,4,raw_history,1,0,2,3,2,0.04136460217914056,0.030668708459938677,1,0,0,1,1,1
170,shifted,1.2,4,transition_retrieval,1,0,4,3,1,0.03989265275552235,0.021240254693969285,1,0,0,0,0,1
170,shifted,1.2,4,phase_dual_memory,1,0,3,3,1,0.036516818929761864,0.017169974145238652,1,0,0,0,1,1
170,shifted,1.2,4,online_finetune,1,0,2,3,2,0.04532618718948076,0.033701962867866996,1,2,0,1,1,1
171,robust,1.45,4,raw_history,0,0,5,2,2,0.03858092824398973,0.03350995839769546,0,0,0,0,0,0
171,robust,1.45,4,transition_retrieval,0,0,5,2,2,0.05992290295142345,0.03833406630033766,0,0,0,0,0,0
171,robust,1.45,4,phase_dual_memory,1,0,2,3,2,0.05531278230976271,0.0237295513602515,1,0,0,1,1,1
171,robust,1.45,4,online_finetune,0,0,5,2,0,0.05580834357949174,0.04600387292150281,0,5,0,0,0,0
172,near,0.9,4,raw_history,1,1,1,3,3,0.03877282755249673,0.03877282755249673,0,0,1,1,1,1
172,near,0.9,4,transition_retrieval,1,1,1,3,3,0.030423648321331338,0.030423648321331338,0,0,1,1,1,1
172,near,0.9,4,phase_dual_memory,1,1,1,3,3,0.02545384677758888,0.02545384677758888,0,0,1,1,1,1
172,near,0.9,4,online_finetune,1,1,1,3,3,0.015962912827806704,0.015962912827806704,0,1,1,1,1,1
173,matched,1.0,4,raw_history,0,0,5,0,0,0.0866694681830896,0.06419261852844277,0,0,0,0,0,0
173,matched,1.0,4,transition_retrieval,0,0,5,2,0,0.07735653526470386,0.04683936094518625,0,0,0,0,0,0
173,matched,1.0,4,phase_dual_memory,1,0,4,3,0,0.0721518129000322,0.03298321178072134,1,0,0,0,0,1
173,matched,1.0,4,online_finetune,0,0,5,0,0,0.07883209866921084,0.06121569752165627,0,5,0,0,0,0
174,shifted,1.2,4,raw_history,1,1,1,3,3,0.03899094048389656,0.03899094048389656,0,0,1,1,1,1
174,shifted,1.2,4,transition_retrieval,1,0,2,3,0,0.07071921967312701,0.04159006814706525,1,0,0,1,1,1
174,shifted,1.2,4,phase_dual_memory,1,1,1,3,3,0.04105381794353333,0.04105381794353333,0,0,1,1,1,1
174,shifted,1.2,4,online_finetune,1,0,2,3,0,0.0630324044655981,0.03267915949158033,1,2,0,1,1,1
175,robust,1.45,4,raw_history,1,0,2,3,0,0.05577186118057631,0.02483404673292565,1,0,0,1,1,1
175,robust,1.45,4,transition_retrieval,1,0,3,3,0,0.0943405398307074,0.015142293721452463,1,0,0,0,1,1
175,robust,1.45,4,phase_dual_memory,1,0,3,3,0,0.0952510660768734,0.02423814381356772,1,0,0,0,1,1
175,robust,1.45,4,online_finetune,1,0,4,3,0,0.09834430513206445,0.039827628605465515,1,4,0,0,0,1
176,near,0.9,4,raw_history,0,0,5,2,2,0.07580873977466986,0.08322898790452665,0,0,0,0,0,0
176,near,0.9,4,transition_retrieval,1,0,3,3,2,0.05104095775465051,0.023323381488582495,1,0,0,0,1,1
176,near,0.9,4,phase_dual_memory,1,0,2,3,2,0.049073754451495345,0.021764890411851142,1,0,0,1,1,1
176,near,0.9,4,online_finetune,0,0,5,2,2,0.06111558262983833,0.04688892909594768,0,5,0,0,0,0
177,matched,1.0,4,raw_history,0,0,5,2,0,0.14094077836767704,0.05492009251202668,0,0,0,0,0,0
177,matched,1.0,4,transition_retrieval,1,1,1,3,3,0.02730869538649421,0.02730869538649421,0,0,1,1,1,1
177,matched,1.0,4,phase_dual_memory,1,1,1,3,3,0.03683403465130466,0.03683403465130466,0,0,1,1,1,1
177,matched,1.0,4,online_finetune,1,0,2,3,0,0.07942968401842507,0.03596057333962347,1,2,0,1,1,1
178,shifted,1.2,4,raw_history,1,0,2,3,0,0.06607675538230423,0.026989165628567877,1,0,0,1,1,1
178,shifted,1.2,4,transition_retrieval,1,1,1,3,3,0.035159805874655496,0.035159805874655496,0,0,1,1,1,1
178,shifted,1.2,4,phase_dual_memory,1,1,1,3,3,0.0304491698446134,0.0304491698446134,0,0,1,1,1,1
